Date,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Adj Close,TSLA_Volume,^IXIC_Open,^IXIC_High,^IXIC_Low,^IXIC_Close,^IXIC_Adj Close,^IXIC_Volume,^GSPC_Open,^GSPC_High,^GSPC_Low,^GSPC_Close,^GSPC_Adj Close,^GSPC_Volume,Automotive sales,Total revenues,Net loss,Cash and cash equivalents,Long-term debt,
8/16/2010,18.450001,18.799999,18.26,18.780001,18.780001,485800,2161.310059,2193.840088,2155.659912,2181.870117,2181.870117,1627620000,1077.48999,1082.619995,1069.48999,1079.380005,1079.380005,3142450000,39028,58171,-358903,22488,134177,
8/17/2010,18.959999,19.4,18.780001,19.15,19.15,447900,2197.090088,2225.080078,2193.419922,2209.439941,2209.439941,1736870000,1081.160034,1100.140015,1081.160034,1092.540039,1092.540039,3968210000,39028,58171,-358903,22488,134177,
8/18/2010,19.59,19.59,18.6,18.77,18.77,601300,2205.300049,2228.899902,2196.110107,2215.699951,2215.699951,1654560000,1092.079956,1099.77002,1085.76001,1094.160034,1094.160034,3724260000,39028,58171,-358903,22488,134177,
8/19/2010,18.540001,19.25,18.33,18.790001,18.790001,579100,2204.800049,2211.72998,2168.73999,2178.949951,2178.949951,2094800000,1092.439941,1092.439941,1070.660034,1075.630005,1075.630005,4290540000,39028,58171,-358903,22488,134177,
8/20/2010,18.65,19.110001,18.51,19.1,19.1,296000,2172.26001,2182.669922,2159.540039,2179.76001,2179.76001,1898500000,1075.630005,1075.630005,1063.910034,1071.689941,1071.689941,3761570000,39028,58171,-358903,22488,134177,
8/23/2010,19.09,20.389999,19,20.129999,20.129999,1088100,2188.340088,2200.52002,2159.439941,2159.629883,2159.629883,1665900000,1073.359985,1081.579956,1067.079956,1067.359985,1067.359985,3210950000,39028,58171,-358903,22488,134177,
8/24/2010,19.25,19.709999,18.950001,19.200001,19.200001,673100,2131,2144.199951,2113.709961,2123.76001,2123.76001,2141650000,1063.199951,1063.199951,1046.680054,1051.869995,1051.869995,4436330000,39028,58171,-358903,22488,134177,
8/25/2010,19.16,19.98,18.559999,19.9,19.9,503300,2109.149902,2148.350098,2102.26001,2141.540039,2141.540039,2019480000,1048.97998,1059.380005,1039.829956,1055.329956,1055.329956,4360190000,39028,58171,-358903,22488,134177,
8/26/2010,19.889999,20.27,19.6,19.75,19.75,433800,2148.48999,2154.320068,2116.820068,2118.689941,2118.689941,1804510000,1056.280029,1061.449951,1045.400024,1047.219971,1047.219971,3646710000,39028,58171,-358903,22488,134177,
8/27/2010,19.75,19.870001,19.5,19.700001,19.700001,379600,2134.159912,2154.98999,2099.290039,2153.629883,2153.629883,2134550000,1049.27002,1065.209961,1039.699951,1064.589966,1064.589966,4102460000,39028,58171,-358903,22488,134177,
8/30/2010,19.700001,20.190001,19.610001,19.870001,19.870001,732800,2145.76001,2154.469971,2119.929932,2119.969971,2119.969971,1585200000,1062.900024,1064.400024,1048.790039,1048.920044,1048.920044,2917990000,39028,58171,-358903,22488,134177,
8/31/2010,19.66,19.790001,19.33,19.48,19.48,201100,2109.76001,2128.899902,2101.52002,2114.030029,2114.030029,2084110000,1046.880005,1055.140015,1040.880005,1049.329956,1049.329956,4038770000,39028,58171,-358903,22488,134177,
9/1/2010,19.620001,20.690001,19.6,20.450001,20.450001,494900,2142.75,2177.5,2141.949951,2176.840088,2176.840088,2133970000,1049.719971,1081.300049,1049.719971,1080.290039,1080.290039,4396880000,39028,58171,-358903,22488,134177,
9/2/2010,20.370001,21.24,20.309999,21.059999,21.059999,487100,2178.98999,2200.01001,2173.709961,2200.01001,2200.01001,1680590000,1080.660034,1090.099976,1080.390015,1090.099976,1090.099976,3704210000,39028,58171,-358903,22488,134177,
9/3/2010,20.870001,21.299999,20.66,21.049999,21.049999,434600,2227.959961,2235.570068,2213.560059,2233.75,2233.75,1647790000,1093.609985,1105.099976,1093.609985,1104.51001,1104.51001,3534500000,39028,58171,-358903,22488,134177,
9/7/2010,20.610001,21,20.5,20.540001,20.540001,243400,2227.26001,2231.280029,2206.620117,2208.889893,2208.889893,1685240000,1102.599976,1102.599976,1091.150024,1091.839966,1091.839966,3107380000,39028,58171,-358903,22488,134177,
9/8/2010,20.66,20.950001,20.6,20.9,20.9,288400,2216.070068,2237.419922,2215.899902,2228.870117,2228.870117,2018210000,1092.359985,1103.26001,1092.359985,1098.869995,1098.869995,3224640000,39028,58171,-358903,22488,134177,
9/9/2010,21,21.049999,20.690001,20.709999,20.709999,376200,2251.090088,2251.97998,2229.800049,2236.199951,2236.199951,1706650000,1101.150024,1110.27002,1101.150024,1104.180054,1104.180054,3387770000,39028,58171,-358903,22488,134177,
9/10/2010,20.75,20.93,19.76,20.17,20.17,386600,2239.080078,2246.600098,2229.120117,2242.47998,2242.47998,1692470000,1104.569946,1110.880005,1103.920044,1109.550049,1109.550049,3061160000,39028,58171,-358903,22488,134177,
9/13/2010,20.889999,20.9,20.5,20.719999,20.719999,360800,2263.800049,2289.48999,2263.689941,2285.709961,2285.709961,1937630000,1113.380005,1123.869995,1113.380005,1121.900024,1121.900024,4521050000,39028,58171,-358903,22488,134177,
9/14/2010,20.540001,21.6,20.530001,21.120001,21.120001,654700,2281.310059,2302.570068,2274.570068,2289.77002,2289.77002,2079030000,1121.160034,1127.359985,1115.579956,1121.099976,1121.099976,4521050000,39028,58171,-358903,22488,134177,
9/15/2010,20.98,22,20.790001,21.98,21.98,684600,2283.169922,2304.600098,2276.320068,2301.320068,2301.320068,2067130000,1119.430054,1126.459961,1114.630005,1125.069946,1125.069946,3369840000,39028,58171,-358903,22488,134177,
9/16/2010,22.15,23.16,20.84,20.940001,20.940001,2684500,2297.51001,2304.949951,2288.709961,2303.25,2303.25,1809280000,1123.890015,1125.439941,1118.880005,1124.660034,1124.660034,3364080000,39028,58171,-358903,22488,134177,
9/17/2010,21.02,21.32,19.799999,20.23,20.23,1198500,2318.419922,2320.370117,2301.820068,2315.610107,2315.610107,2432480000,1126.390015,1131.469971,1122.430054,1125.589966,1125.589966,4086140000,39028,58171,-358903,22488,134177,
9/20/2010,20.67,21.35,20.16,21.059999,21.059999,947500,2322.800049,2358.899902,2317.889893,2355.830078,2355.830078,1989520000,1126.569946,1144.859985,1126.569946,1142.709961,1142.709961,3364080000,39028,58171,-358903,22488,134177,
9/21/2010,20.889999,21.549999,20.67,20.77,20.77,796000,2355.27002,2366.76001,2341.820068,2349.350098,2349.350098,2125100000,1142.819946,1148.589966,1136.219971,1139.780029,1139.780029,4175660000,39028,58171,-358903,22488,134177,
9/22/2010,20.870001,20.950001,19.799999,19.870001,19.870001,962900,2339.909912,2355.909912,2323.550049,2334.550049,2334.550049,2170210000,1139.48999,1144.380005,1131.579956,1134.280029,1134.280029,3911070000,39028,58171,-358903,22488,134177,
9/23/2010,19.889999,20.139999,19.5,19.559999,19.559999,668100,2316.709961,2353.790039,2316.110107,2327.080078,2327.080078,1923110000,1131.099976,1136.77002,1122.790039,1124.829956,1124.829956,3847850000,39028,58171,-358903,22488,134177,
9/24/2010,19.950001,20.190001,19.65,20.1,20.1,578900,2356.26001,2381.219971,2353.5,2381.219971,2381.219971,1993380000,1131.689941,1148.900024,1131.689941,1148.670044,1148.670044,4123950000,39028,58171,-358903,22488,134177,
9/27/2010,20.4,20.809999,20.049999,20.530001,20.530001,418600,2379.72998,2386.01001,2368.649902,2369.77002,2369.77002,1873120000,1148.640015,1149.920044,1142,1142.160034,1142.160034,3587860000,39028,58171,-358903,22488,134177,
9/28/2010,21.040001,21.49,20.76,21.4,21.4,1214500,2373.129883,2383.669922,2339.5,2379.590088,2379.590088,2125730000,1142.310059,1150,1132.089966,1147.699951,1147.699951,4025840000,39028,58171,-358903,22488,134177,
9/29/2010,21.190001,22.030001,21.129999,21.98,21.98,1969300,2372.370117,2382.149902,2366.189941,2376.560059,2376.560059,2077930000,1146.75,1148.630005,1140.26001,1144.72998,1144.72998,3990280000,39028,58171,-358903,22488,134177,
9/30/2010,22,22.15,20.190001,20.41,20.41,2195800,2390.959961,2400.060059,2354.219971,2368.620117,2368.620117,2418300000,1145.969971,1157.160034,1136.079956,1141.199951,1141.199951,4284160000,39028,58171,-358903,22488,134177,
10/1/2010,20.690001,20.75,20.309999,20.6,20.6,597700,2386.820068,2389.449951,2359.320068,2370.75,2370.75,1932650000,1143.48999,1150.300049,1139.420044,1146.23999,1146.23999,4298910000,39028,58171,-358903,22488,134177,
10/4/2010,20.43,21.17,20.299999,20.99,20.99,643600,2362.25,2370.870117,2332.459961,2344.52002,2344.52002,1901980000,1144.959961,1148.160034,1131.869995,1137.030029,1137.030029,3604110000,39028,58171,-358903,22488,134177,
10/5/2010,21.15,21.280001,21.01,21.120001,21.120001,332000,2368.52002,2402.419922,2366.060059,2399.830078,2399.830078,2203470000,1140.680054,1162.76001,1140.680054,1160.75,1160.75,4068840000,39028,58171,-358903,22488,134177,
10/6/2010,21.059999,21.26,20.32,20.459999,20.459999,313400,2395.159912,2399.129883,2368.429932,2380.659912,2380.659912,2103800000,1159.810059,1162.329956,1154.849976,1159.969971,1159.969971,4073160000,39028,58171,-358903,22488,134177,
10/7/2010,20.57,20.639999,20.34,20.43,20.43,141000,2391.629883,2392.73999,2368.25,2383.669922,2383.669922,1846240000,1161.569946,1163.869995,1151.410034,1158.060059,1158.060059,3910550000,39028,58171,-358903,22488,134177,
10/8/2010,20.43,20.790001,20.389999,20.43,20.43,267800,2384.76001,2406.669922,2370.530029,2401.909912,2401.909912,2000980000,1158.359985,1167.72998,1155.579956,1165.150024,1165.150024,3871420000,39028,58171,-358903,22488,134177,
10/11/2010,20.440001,20.700001,20.07,20.24,20.24,171200,2403.459961,2413.030029,2397.570068,2402.330078,2402.330078,1539990000,1165.319946,1168.680054,1162.02002,1165.319946,1165.319946,2505900000,39028,58171,-358903,22488,134177,
10/12/2010,20.200001,20.280001,20.030001,20.24,20.24,244000,2397.699951,2421.790039,2379.389893,2417.919922,2417.919922,1960920000,1164.280029,1172.579956,1155.709961,1169.77002,1169.77002,4076170000,39028,58171,-358903,22488,134177,
10/13/2010,20.639999,20.85,20.360001,20.540001,20.540001,318200,2432.550049,2452.540039,2426.52002,2441.22998,2441.22998,2294450000,1171.319946,1184.380005,1171.319946,1178.099976,1178.099976,4969410000,39028,58171,-358903,22488,134177,
10/14/2010,21,21.030001,20.4,20.75,20.75,294800,2441.209961,2445.850098,2422.070068,2435.379883,2435.379883,2014540000,1177.819946,1178.890015,1166.709961,1173.810059,1173.810059,4969410000,39028,58171,-358903,22488,134177,
10/15/2010,20.889999,20.9,20.25,20.540001,20.540001,284700,2461.699951,2468.77002,2438.030029,2468.77002,2468.77002,2232810000,1177.469971,1181.199951,1167.119995,1176.189941,1176.189941,5724910000,39028,58171,-358903,22488,134177,
10/18/2010,20.52,20.639999,20.219999,20.23,20.23,162800,2470.120117,2480.949951,2462.550049,2480.659912,2480.659912,1724710000,1176.829956,1185.530029,1174.550049,1184.709961,1184.709961,4450050000,39028,58171,-358903,22488,134177,
10/19/2010,20.200001,20.41,20,20.049999,20.049999,245200,2442.209961,2462.939941,2422.139893,2436.949951,2436.949951,2241840000,1178.640015,1178.640015,1159.709961,1165.900024,1165.900024,5600120000,39028,58171,-358903,22488,134177,
10/20/2010,20.16,20.690001,20.040001,20.65,20.65,312500,2443.199951,2469.719971,2441.070068,2457.389893,2457.389893,2016770000,1166.73999,1182.939941,1166.73999,1178.170044,1178.170044,5027880000,39028,58171,-358903,22488,134177,
10/21/2010,20.610001,20.950001,20.450001,20.75,20.75,417100,2470.719971,2482.139893,2436.340088,2459.669922,2459.669922,2135480000,1179.819946,1189.430054,1171.170044,1180.26001,1180.26001,4625470000,39028,58171,-358903,22488,134177,
10/22/2010,20.68,20.93,20.549999,20.719999,20.719999,161100,2461.600098,2479.389893,2459.429932,2479.389893,2479.389893,1648180000,1180.52002,1183.930054,1178.98999,1183.079956,1183.079956,3177890000,39028,58171,-358903,22488,134177,
10/25/2010,20.940001,20.98,20.73,20.85,20.85,118500,2491.620117,2507.030029,2490.110107,2490.850098,2490.850098,1746320000,1184.73999,1196.140015,1184.73999,1185.619995,1185.619995,4221380000,39028,58171,-358903,22488,134177,
10/26/2010,20.799999,21.870001,20.51,21.360001,21.360001,660900,2476.51001,2503.030029,2470.120117,2497.290039,2497.290039,1914350000,1184.880005,1187.109985,1177.719971,1185.640015,1185.640015,4203680000,39028,58171,-358903,22488,134177,
10/27/2010,21.25,21.379999,20.65,21,21,356500,2484.090088,2505.350098,2478.01001,2503.26001,2503.26001,2013240000,1183.839966,1183.839966,1171.699951,1182.449951,1182.449951,4335670000,39028,58171,-358903,22488,134177,
10/28/2010,21.389999,21.5,20.959999,21.190001,21.190001,224200,2516.159912,2516.199951,2489.76001,2507.370117,2507.370117,1998340000,1184.469971,1189.530029,1177.099976,1183.780029,1183.780029,4283460000,39028,58171,-358903,22488,134177,
10/29/2010,21.139999,21.85,21.049999,21.84,21.84,280600,2505.98999,2517.5,2505.860107,2507.409912,2507.409912,2068700000,1183.869995,1185.459961,1179.699951,1183.26001,1183.26001,3537880000,39028,58171,-358903,22488,134177,
11/1/2010,21.940001,22.75,21.309999,21.41,21.41,455800,2520.449951,2532.370117,2491.459961,2504.840088,2504.840088,1904790000,1185.709961,1195.810059,1177.650024,1184.380005,1184.380005,4129180000,39028,58171,-358903,22488,134177,
11/2/2010,21.68,21.879999,21.049999,21.25,21.25,322500,2525.939941,2534.879883,2518.290039,2533.52002,2533.52002,1914980000,1187.859985,1195.880005,1187.859985,1193.569946,1193.569946,3866200000,39028,58171,-358903,22488,134177,
11/3/2010,21.280001,22.5,21.16,21.77,21.77,372600,2532.830078,2541.419922,2511.310059,2540.27002,2540.27002,1990410000,1193.790039,1198.300049,1183.560059,1197.959961,1197.959961,4665480000,39028,58171,-358903,22488,134177,
11/4/2010,22.6,25.33,22.15,24.9,24.9,1874000,2569.27002,2579.620117,2564.050049,2577.340088,2577.340088,2492050000,1198.339966,1221.25,1198.339966,1221.060059,1221.060059,5695470000,39028,58171,-358903,22488,134177,
11/5/2010,24.870001,24.969999,23.719999,24.440001,24.440001,1011000,2577.629883,2582.179932,2568.780029,2578.97998,2578.97998,2092850000,1221.199951,1227.079956,1220.290039,1225.849976,1225.849976,5637460000,39028,58171,-358903,22488,134177,
11/8/2010,24.5,25,24.030001,24.98,24.98,509500,2570.860107,2583.300049,2566.780029,2580.050049,2580.050049,1799330000,1223.23999,1224.569946,1217.550049,1223.25,1223.25,3937230000,39028,58171,-358903,22488,134177,
11/9/2010,25,25.690001,24.049999,24.629999,24.629999,956400,2587.080078,2592.939941,2552.929932,2562.97998,2562.97998,2157370000,1223.589966,1226.839966,1208.939941,1213.400024,1213.400024,4848040000,39028,58171,-358903,22488,134177,
11/10/2010,24.48,29.969999,24.049999,29.360001,29.360001,3060500,2564.310059,2578.780029,2545.459961,2578.780029,2578.780029,1998930000,1213.140015,1218.75,1204.329956,1218.709961,1218.709961,4561300000,39028,58171,-358903,22488,134177,
11/11/2010,28.6,29.1,27.33,28.040001,28.040001,1945300,2534.23999,2559.98999,2524.120117,2555.52002,2555.52002,2559980000,1213.040039,1215.449951,1204.48999,1213.540039,1213.540039,3931120000,39028,58171,-358903,22488,134177,
11/12/2010,28.25,30.5,28.07,29.84,29.84,2729100,2540.469971,2552.23999,2506.399902,2518.209961,2518.209961,2191790000,1209.069946,1210.5,1194.079956,1199.209961,1199.209961,4213620000,39028,58171,-358903,22488,134177,
11/15/2010,30.219999,32.939999,30.219999,30.799999,30.799999,2622900,2529.02002,2534.560059,2512.290039,2513.820068,2513.820068,1852210000,1200.439941,1207.430054,1197.150024,1197.75,1197.75,3503370000,39028,58171,-358903,22488,134177,
11/16/2010,31,31.4,28.42,29.67,29.67,1347600,2494.209961,2503.290039,2459.790039,2469.840088,2469.840088,2234090000,1194.790039,1194.790039,1173,1178.339966,1178.339966,5116380000,39028,58171,-358903,22488,134177,
11/17/2010,30.200001,30.75,28.610001,29.49,29.49,750000,2471.27002,2486.159912,2467.189941,2476.01001,2476.01001,1816260000,1178.329956,1183.560059,1175.819946,1178.589966,1178.589966,3904780000,39028,58171,-358903,22488,134177,
11/18/2010,30.67,30.74,28.92,29.889999,29.889999,956100,2504.409912,2526.830078,2502.5,2514.399902,2514.399902,2046660000,1183.75,1200.290039,1183.75,1196.689941,1196.689941,4687260000,39028,58171,-358903,22488,134177,
11/19/2010,30.16,31.370001,29.700001,30.99,30.99,1150500,2510.790039,2520.939941,2499.919922,2518.120117,2518.120117,1839670000,1196.119995,1199.969971,1189.439941,1199.72998,1199.72998,3675390000,39028,58171,-358903,22488,134177,
11/22/2010,31.57,33.450001,31.5,33.400002,33.400002,1529700,2509.389893,2532.02002,2501.300049,2532.02002,2532.02002,1850570000,1198.069946,1198.939941,1184.579956,1197.839966,1197.839966,3689500000,39028,58171,-358903,22488,134177,
11/23/2010,33.290001,35.68,32.189999,34.57,34.57,1577800,2504.209961,2510.090088,2483.159912,2494.949951,2494.949951,1892260000,1192.51001,1192.51001,1176.910034,1180.72998,1180.72998,4133070000,39028,58171,-358903,22488,134177,
11/24/2010,35.27,35.970001,34.330002,35.470001,35.470001,1425000,2519.889893,2545.409912,2519.889893,2543.120117,2543.120117,1634640000,1183.699951,1198.619995,1183.699951,1198.349976,1198.349976,3384250000,39028,58171,-358903,22488,134177,
11/26/2010,35.599998,36,34.75,35.32,35.32,350600,2525.909912,2541.48999,2522.399902,2534.560059,2534.560059,623980000,1194.160034,1194.160034,1186.930054,1189.400024,1189.400024,1613820000,39028,58171,-358903,22488,134177,
11/29/2010,35.41,35.950001,33.330002,34.330002,34.330002,1145600,2522.23999,2531.030029,2496.830078,2525.219971,2525.219971,1683260000,1189.079956,1190.339966,1173.640015,1187.76001,1187.76001,3673450000,39028,58171,-358903,22488,134177,
11/30/2010,33.740002,35.330002,33.41,35.330002,35.330002,2222600,2497.120117,2510.709961,2488.610107,2498.22998,2498.22998,2317480000,1182.959961,1187.400024,1174.140015,1180.550049,1180.550049,4284700000,39028,58171,-358903,22488,134177,
12/1/2010,35.869999,36.419998,33.450001,34.349998,34.349998,1299200,2535.189941,2558.290039,2535.189941,2549.429932,2549.429932,2109940000,1186.599976,1207.609985,1186.599976,1206.069946,1206.069946,4548110000,39028,58171,-358903,22488,134177,
12/2/2010,34.009998,34.299999,31.200001,32.349998,32.349998,2007000,2553.679932,2580.590088,2551.820068,2579.350098,2579.350098,2038130000,1206.810059,1221.890015,1206.810059,1221.530029,1221.530029,4970800000,39028,58171,-358903,22488,134177,
12/3/2010,32.009998,32.25,30.870001,31.49,31.49,1160100,2569.02002,2593.679932,2567.879883,2591.459961,2591.459961,1810400000,1219.930054,1225.569946,1216.819946,1224.709961,1224.709961,3735780000,39028,58171,-358903,22488,134177,
12/6/2010,31.35,31.450001,29.559999,30.309999,30.309999,1274400,2591.280029,2599.189941,2584.090088,2594.919922,2594.919922,1617030000,1223.869995,1225.800049,1220.670044,1223.119995,1223.119995,3527370000,39028,58171,-358903,22488,134177,
12/7/2010,30.49,32.400002,30.049999,31.559999,31.559999,1311300,2623.149902,2623.600098,2597.449951,2598.48999,2598.48999,1906290000,1227.25,1235.050049,1223.25,1223.75,1223.75,6970630000,39028,58171,-358903,22488,134177,
12/8/2010,32.48,32.490002,31.52,32.369999,32.369999,660000,2604.570068,2612.370117,2592.889893,2609.159912,2609.159912,1763460000,1225.02002,1228.930054,1219.5,1228.280029,1228.280029,4607590000,39028,58171,-358903,22488,134177,
